New PAW TMT results file!
Program "PAW_quantitative_report.py" run on Sun Oct 15 16:01:44 2017
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_PAMI_GMCSF_A_TMT_20161027	Total_PAMI_GMCSF_B_TMT_20161028	Total_PAMI_GMCSF_C_TMT_20161031	Total_PAMI_GMCSF_D_TMT_20161101	Unique_PAMI_GMCSF_A_TMT_20161027	Unique_PAMI_GMCSF_B_TMT_20161028	Unique_PAMI_GMCSF_C_TMT_20161031	Unique_PAMI_GMCSF_D_TMT_20161101	Corrected_PAMI_GMCSF_A_TMT_20161027	Corrected_PAMI_GMCSF_B_TMT_20161028	Corrected_PAMI_GMCSF_C_TMT_20161031	Corrected_PAMI_GMCSF_D_TMT_20161101	PSMs_Used_PAMI_GMCSF_A_TMT_20161027	TotInt_126C_PAMI_GMCSF_A_TMT_20161027	TotInt_127N_PAMI_GMCSF_A_TMT_20161027	TotInt_127C_PAMI_GMCSF_A_TMT_20161027	TotInt_128N_PAMI_GMCSF_A_TMT_20161027	TotInt_128C_PAMI_GMCSF_A_TMT_20161027	TotInt_129N_PAMI_GMCSF_A_TMT_20161027	TotInt_129C_PAMI_GMCSF_A_TMT_20161027	TotInt_130N_PAMI_GMCSF_A_TMT_20161027	TotInt_130C_PAMI_GMCSF_A_TMT_20161027	TotInt_131N_PAMI_GMCSF_A_TMT_20161027	PSMs_Used_PAMI_GMCSF_B_TMT_20161028	TotInt_126C_PAMI_GMCSF_B_TMT_20161028	TotInt_127N_PAMI_GMCSF_B_TMT_20161028	TotInt_127C_PAMI_GMCSF_B_TMT_20161028	TotInt_128N_PAMI_GMCSF_B_TMT_20161028	TotInt_128C_PAMI_GMCSF_B_TMT_20161028	TotInt_129N_PAMI_GMCSF_B_TMT_20161028	TotInt_129C_PAMI_GMCSF_B_TMT_20161028	TotInt_130N_PAMI_GMCSF_B_TMT_20161028	TotInt_130C_PAMI_GMCSF_B_TMT_20161028	TotInt_131N_PAMI_GMCSF_B_TMT_20161028	PSMs_Used_PAMI_GMCSF_C_TMT_20161031	TotInt_126C_PAMI_GMCSF_C_TMT_20161031	TotInt_127N_PAMI_GMCSF_C_TMT_20161031	TotInt_127C_PAMI_GMCSF_C_TMT_20161031	TotInt_128N_PAMI_GMCSF_C_TMT_20161031	TotInt_128C_PAMI_GMCSF_C_TMT_20161031	TotInt_129N_PAMI_GMCSF_C_TMT_20161031	TotInt_129C_PAMI_GMCSF_C_TMT_20161031	TotInt_130N_PAMI_GMCSF_C_TMT_20161031	TotInt_130C_PAMI_GMCSF_C_TMT_20161031	TotInt_131N_PAMI_GMCSF_C_TMT_20161031	PSMs_Used_PAMI_GMCSF_D_TMT_20161101	TotInt_126C_PAMI_GMCSF_D_TMT_20161101	TotInt_127N_PAMI_GMCSF_D_TMT_20161101	TotInt_127C_PAMI_GMCSF_D_TMT_20161101	TotInt_128N_PAMI_GMCSF_D_TMT_20161101	TotInt_128C_PAMI_GMCSF_D_TMT_20161101	TotInt_129N_PAMI_GMCSF_D_TMT_20161101	TotInt_129C_PAMI_GMCSF_D_TMT_20161101	TotInt_130N_PAMI_GMCSF_D_TMT_20161101	TotInt_130C_PAMI_GMCSF_D_TMT_20161101	TotInt_131N_PAMI_GMCSF_D_TMT_20161101
1870	1	sp|Q60864|STIP1_MOUSE	 	 	 	 	56.7	543	62581	Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1	168	168	1.000	33	43	48	44	33	43	48	44	33.000	43.000	48.000	44.000	33	3114230.35523	2640193.83386	3114507.00244	3007655.82691	2673053.3938	2612088.16369	2121804.52985	2692851.70142	2391770.00793	2794014.70483	43	3310915.7627	2362090.99414	3164706.05981	2688821.00599	2611766.57251	2557792.83911	3210171.43079	2485253.11584	3739603.12744	3772504.70361	48	4113718.00708	3090066.94705	3395408.74304	3924274.34332	3506826.44226	3410878.35806	3252154.99579	4461644.43847	3875050.50708	4922636.52368	44	4574192.203	3033437.90796	3057816.92499	3199679.35657	3372410.78516	4451526.83825	3037552.19867	3848936.06641	2851266.90894	3897094.90527
1871	1	sp|Q60865|CAPR1_MOUSE	 	 	 	 	14.4	707	78168	Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2	51	51	1.000	14	11	17	9	14	11	17	9	14.000	11.000	17.000	9.000	14	384027.467775	377719.621339	502839.168213	374516.772462	369568.737303	382165.371826	387885.07251	361055.806641	348345.640506	372583.717285	11	452826.997315	356197.304689	453114.036134	367232.77417	362597.320313	369370.770873	278483.442384	297662.369995	392971.510007	343511.618529	17	581678.52771	506115.74353	465592.00647	736539.826966	612576.291018	604473.183105	413009.253662	661405.587156	554112.567629	883076.825198	9	341397.645998	229974.780761	243867.958619	245945.43518	223762.961517	345490.054565	223555.416503	341391.442444	218149.926758	261947.589112
1872	1	sp|Q60866|PTER_MOUSE	 	 	 	 	33.0	349	39218	Phosphotriesterase-related protein OS=Mus musculus GN=Pter PE=1 SV=1	37	37	1.000	11	10	10	6	11	10	10	6	11.000	10.000	10.000	6.000	11	326698.918212	159482.750123	320032.083984	226076.919433	249686.674561	214015.125489	181081.344239	213909.639527	161815.471803	231679.346923	10	165856.05603	118503.859742	166676.878998	108513.951417	147961.791748	146920.317748	153122.316407	125576.40039	173744.005616	179963.238038	10	395140.900268	295578.730286	296499.273926	360465.191163	386875.885652	373240.105225	385994.529907	314921.002075	348162.187379	333987.705203	6	77933.63025	66172.108032	57945.242065	67015.372864	65957.661011	65162.278808	59131.480224	74401.677368	55715.250489	66734.722657
1873	1	sp|Q60870|REEP5_MOUSE	 	 	 	 	13.0	185	21050	Receptor expression-enhancing protein 5 OS=Mus musculus GN=Reep5 PE=1 SV=1	6	6	1.000	2	2	1	1	2	2	1	1	2.000	2.000	1.000	1.000	2	88242.445313	28849.217774	75133.657226	55392.713867	84761.5625	93230.520508	46923.447265	59809.924804	54570.65625	82797.364747	2	129030.828126	51108.669922	88128.371094	56128.859375	72994.275391	74562.787109	92327.683593	98302.066406	75986.591797	138272.527344	1	32842.679688	14489.170898	41994.355469	22602.242188	51279.738281	16536.064453	28536.685547	16518.847656	29494.441406	28926.095703	1	52300.78125	43704.238281	25417.664062	61206.773438	64176.742188	57680.125	42658.878906	90737.273438	35252.011719	49896.605469
1875	1	sp|Q60876|4EBP1_MOUSE	 	 	 	 	65.0	117	12325	Eukaryotic translation initiation factor 4E-binding protein 1 OS=Mus musculus GN=Eif4ebp1 PE=1 SV=3	39	39	1.000	10	8	11	10	10	8	11	10	10.000	8.000	11.000	10.000	10	72586.414063	68443.608276	75648.708008	50342.740051	61480.208984	52324.389924	47670.247924	57367.690185	51636.662109	51751.260619	8	100824.045166	69067.248046	81837.86145	63060.465088	70431.792115	74099.837402	95789.952149	20168.837647	74559.564087	104463.370972	11	90569.846069	86122.439697	65685.821655	70914.92688	90342.824585	80061.3649	73255.763673	69876.30713	81037.958984	71832.392456	10	88325.073914	65187.801391	72468.336763	76003.358643	60231.271484	78192.330994	63532.808349	102536.548829	75417.067932	83090.068971
1876	1	sp|Q60902|EP15R_MOUSE	 	 	 	 	29.1	907	99307	Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3	63	63	1.000	16	16	17	14	16	16	17	14	16.000	16.000	17.000	14.000	16	96617.86084	104849.439087	119922.22229	105687.158935	118976.436888	112349.54724	103246.060669	109057.135193	264072.543333	97627.873779	16	74404.956605	59559.747803	70245.460386	75969.378937	55853.248292	61118.785644	61475.465331	59257.166839	54357.551026	70964.236327	17	154636.934204	130871.127503	144418.8172	126793.239502	146876.562469	166734.602354	143617.960786	126928.999878	164928.994813	171977.170106	14	166697.639405	140427.069825	156591.74292	148406.856689	155709.93933	184806.081054	125156.322631	174985.83545	158261.627167	177451.629393
1877	1	sp|Q60928|GGT1_MOUSE	 	 	 	 	16.7	568	61562	Gamma-glutamyltranspeptidase 1 OS=Mus musculus GN=Ggt1 PE=1 SV=1	18	18	1.000	4	8	3	3	4	8	3	3	4.000	8.000	3.000	3.000	4	4178.054077	14318.608398	77978.640625	15918.259766	12251.745117	25783.858399	54916.535156	24757.266601	12890.806153	1996.060425	8	173996.570069	149848.239503	80639.813232	142310.352294	58985.558837	72444.371338	65646.070191	214804.681152	15166.826782	16674.457641	3	14383.222901	2704.493652	9839.376221	2304.183105	5002.738526	2390.889649	9957.161865	2080.182373	9932.323364	2239.755859	3	6062.006043	14938.89209	11229.075195	17770.82959	18185.886231	6125.622253	12510.67749	7000.689209	20366.357422	14943.291504
1878	1	sp|Q60930|VDAC2_MOUSE	 	 	 	 	58.0	295	31732	Voltage-dependent anion-selective channel protein 2 OS=Mus musculus GN=Vdac2 PE=1 SV=2	113	113	1.000	26	37	23	27	26	37	23	27	26.000	37.000	23.000	27.000	26	691789.544677	918280.532287	759829.740114	1035827.70117	1138956.90515	1141938.32861	1164591.23627	1171900.00537	1282577.61084	499440.723144	37	1810353.57154	1332412.03036	1466019.25153	1629473.23498	1164641.55884	1320965.04102	980175.437134	4891799.36084	812669.584961	927851.730531	23	1851520.32068	1728627.00928	2508868.61572	1511515.31971	1443800.5852	1380784.85486	1168099.37061	775878.53949	1655757.94995	1202513.57001	27	1016679.25745	1151973.0448	1143300.67004	1002115.04968	1762334.24023	1005600.81616	1125170.39356	1094245.7135	1131949.78577	900399.785521
1879	1	sp|Q60931|VDAC3_MOUSE	 	 	sp|Q60931|VDAC3_MOUSE, sp|Q60932|VDAC1_MOUSE	 	48.8	283	30752	Voltage-dependent anion-selective channel protein 3 OS=Mus musculus GN=Vdac3 PE=1 SV=1	88	70	0.795	23	24	18	23	17	20	15	18	18.855	21.429	15.849	19.607	17	370787.426879	622076.755738	489521.697693	662778.699828	683308.227295	689537.455444	721885.332396	715003.32895	956620.961915	241932.102537	20	836147.58484	649040.3031	659489.965698	832832.687744	570845.350341	759283.368589	603876.179687	2395454.03027	441323.992706	628684.296632	15	1081967.87772	1086757.94495	1237785.82996	814031.814088	869393.289306	762611.995117	644300.338866	390532.787597	899566.080628	638329.855103	18	581918.724551	716911.892822	911804.856813	680961.418459	1131675.23914	531678.536071	744497.76529	757102.823181	741206.203859	570773.310426
1880	1	sp|Q60932|VDAC1_MOUSE	 	 	sp|Q60931|VDAC3_MOUSE, sp|Q60932|VDAC1_MOUSE	 	70.3	296	32351	Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3	168	150	0.893	44	40	41	43	38	36	38	38	42.145	38.571	40.151	41.393	38	847145.295348	788047.106233	1114784.99305	892220.644103	1305381.10846	1056024.77765	1041271.25336	1075181.56848	1221032.28857	491334.241425	36	1586026.35266	1037590.61432	1191195.52033	1411042.19897	951708.634522	1143172.45526	885171.269624	2145300.92645	749276.027039	972563.483397	38	1302386.86298	1290845.10156	1635800.84512	1344556.44922	1200547.86221	1017538.0586	963550.211918	670041.246034	1119768.1947	1079201.47784	38	838978.424619	757324.142184	888782.760805	788395.307833	1003207.40323	833551.115174	780899.855837	944710.932129	788221.639161	689708.831786
1881	1	sp|Q60936|COQ8A_MOUSE	 	 	 	 	2.8	645	71742	Atypical kinase COQ8A, mitochondrial OS=Mus musculus GN=Coq8a PE=1 SV=2	4	4	1.000	2	2	0	0	2	2	0	0	2.000	2.000	0.000	0.000	2	5343.664062	10350.663086	6233.175537	5381.961914	6528.667236	7810.925049	7321.00415	7489.292724	9278.58374	3986.527466	2	18691.585938	16659.200196	13257.002441	24439.641602	11185.531738	20397.120118	12562.896484	12250.020508	8143.613037	16333.875	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1882	1	sp|Q60960|IMA5_MOUSE	 	 	sp|O35345|IMA7_MOUSE, sp|Q60960|IMA5_MOUSE	 	7.2	538	60182	Importin subunit alpha-5 OS=Mus musculus GN=Kpna1 PE=1 SV=2	5	2	0.400	0	0	3	2	0	0	2	0	0.000	0.000	2.222	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	96883.869141	81035.018067	86219.565917	80218.451172	104114.862793	67875.782715	84607.578125	77229.398437	94170.931152	93214.957031	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1883	1	sp|Q60967|PAPS1_MOUSE	 	 	sp|O88428|PAPS2_MOUSE, sp|Q60967|PAPS1_MOUSE	 	28.5	624	70793	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Mus musculus GN=Papss1 PE=1 SV=1	28	27	0.964	9	8	8	3	8	8	8	3	8.381	8.000	8.000	3.000	8	86880.387756	55691.928344	75896.565797	69187.894592	72456.1315	64548.150025	80209.939636	65580.699708	57874.281739	49610.470946	8	82339.336669	96598.910645	84145.731445	75448.638184	72585.470459	99708.104005	47036.568358	140707.995606	70937.568603	67418.077637	8	275844.01526	227092.688478	211884.366455	284175.000489	213630.869507	228827.14917	233324.19226	228455.520994	247061.720153	334113.101808	3	11884.036621	8347.410645	8969.336914	9717.353271	9954.687988	12076.429199	7755.938233	10029.280762	8802.279297	8930.008789
1884	1	sp|Q60972|RBBP4_MOUSE	 	 	sp|Q60972|RBBP4_MOUSE, sp|Q60973|RBBP7_MOUSE	 	28.7	425	47655	Histone-binding protein RBBP4 OS=Mus musculus GN=Rbbp4 PE=1 SV=5	40	19	0.475	11	8	11	10	4	4	7	4	8.000	8.000	9.333	8.000	4	21524.294372	26822.508545	23524.623536	34535.420166	26268.992066	41726.375733	27545.814576	27428.965576	29550.346802	42098.898437	4	18870.714722	13022.589599	18109.837402	19407.577026	15624.826904	16982.542114	19457.023438	16871.743712	14372.202575	16418.133056	7	145407.679444	126299.364137	122624.283569	140652.637328	161478.544556	241214.565674	132819.717286	130261.039429	175179.570191	214531.073121	4	132492.057007	116576.442626	142037.844726	133280.84375	130381.558716	132958.520751	122251.972167	163050.042481	128534.410401	134479.577392
1885	1	sp|Q60973|RBBP7_MOUSE	 	 	sp|Q60972|RBBP4_MOUSE, sp|Q60973|RBBP7_MOUSE	 	22.1	425	47789	Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 PE=1 SV=1	31	10	0.323	10	4	9	8	3	0	5	2	6.000	0.000	6.667	4.000	3	120925.813599	118061.839844	167678.209961	133885.854248	111591.058594	114314.206787	105690.870972	114362.918457	105109.528321	76192.807495	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	190391.310853	134923.877625	209556.259156	169615.086547	194033.39148	158510.537109	151088.071228	164628.221558	179422.709777	171740.507202	2	149201.833984	119100.86084	121176.808594	143939.503906	143883.546387	127948.057617	123399.964844	153407.507812	117491.757325	115980.649414
1886	1	sp|Q60992|VAV2_MOUSE	 	 	 	 	9.0	868	99914	Guanine nucleotide exchange factor VAV2 OS=Mus musculus GN=Vav2 PE=1 SV=1	5	5	1.000	2	1	1	1	2	1	1	1	2.000	1.000	1.000	1.000	2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	1	46835.167969	49194.976562	52905.429688	66381.242188	40383.992188	40913.449219	31840.558594	51949.449219	33759.472656	31569.904297	1	1141.46814	1157.447998	2125.324219	2120.273438	1387.331177	429.418335	1206.485107	1112.733643	1496.687866	949.241455	1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
1887	1	sp|Q60994|ADIPO_MOUSE	 	 	 	 	25.9	247	26809	Adiponectin OS=Mus musculus GN=Adipoq PE=1 SV=2	83	83	1.000	22	19	19	23	22	19	19	23	22.000	19.000	19.000	23.000	22	1788629.06622	1860524.39478	1976396.22559	1096514.52857	1278467.33084	1497749.57666	1401750.85413	1582313.82703	1473073.44092	2369734.45496	19	3174582.08203	1496881.63245	2246759.22769	1246032.11084	1874792.49609	1427638.25183	2952436.88867	1031554.70642	1827375.07846	4077645.46997	19	1487830.11469	1306647.51678	1058860.67935	1481107.45056	1259346.26123	1301821.70758	933507.34375	2074282.35535	1215012.7879	1165551.50806	23	3046842.2041	2393527.07361	2480549.49145	2657422.10535	2255860.24341	2327919.23023	2296799.27539	2942700.77466	2203223.21484	3751528.21314
1888	1	sp|Q60996|2A5G_MOUSE	 	 	 	 	7.1	524	60824	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Mus musculus GN=Ppp2r5c PE=1 SV=2	11	11	1.000	3	2	3	3	3	2	3	3	3.000	2.000	3.000	3.000	3	36581.414795	19035.634154	42735.252197	28108.388427	31079.675659	27807.691894	25419.17627	28429.524536	23148.445436	15208.386596	2	57627.259277	33125.083007	46721.78125	45553.126954	36985.807129	45446.249023	39182.396484	56455.368164	38230.589844	54497.583008	3	33108.449951	26948.218994	27579.522521	23479.873902	29681.025695	25941.115906	35070.226318	12826.762878	28727.946411	29978.346191	3	57607.1521	49069.751464	58133.911377	54523.88208	70027.849487	49498.209228	51442.038574	65780.254882	48060.901856	46067.040527
1889	1	sp|Q61001|LAMA5_MOUSE	 	 	 	 	4.8	3718	404050	Laminin subunit alpha-5 OS=Mus musculus GN=Lama5 PE=1 SV=4	25	25	1.000	4	8	6	7	4	8	6	7	4.000	8.000	6.000	7.000	4	10784.794677	14611.501953	10568.840576	11529.951966	14045.958557	15429.047119	17116.018799	16644.648284	16771.131897	6901.707641	8	55130.958679	105067.727296	53245.398559	49110.134155	47511.545838	48844.211548	75677.726258	81011.561767	48435.478638	49701.559083	6	43846.123048	51578.214356	29388.050293	20719.931579	29405.991822	42076.939698	57288.155151	15108.287353	36138.91504	19179.157898	7	22027.778625	24968.35559	31091.678984	22014.953003	30612.062012	16439.305785	24469.794891	17853.177795	34569.36731	20258.464661
1891	1	sp|Q61024|ASNS_MOUSE	 	 	 	 	32.8	561	64282	Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus GN=Asns PE=1 SV=3	74	74	1.000	18	19	19	18	18	19	19	18	18.000	19.000	19.000	18.000	18	490137.225464	610538.434326	485185.961545	564966.948976	546024.139283	520075.242676	616488.68396	530178.294922	697191.670044	350416.267336	19	971806.113403	909979.305543	896246.570312	960585.270996	700869.216918	974721.519775	1211879.77063	489231.477356	736798.828858	760250.981231	19	813283.256225	757140.461301	498540.772585	723860.040284	454699.800539	895013.261354	740687.70404	537888.098877	699266.449097	564346.82068	18	853616.276123	750251.366945	876126.819091	682215.380615	768865.773681	687824.920228	718515.067627	571882.382689	947750.567872	758355.194946
1892	1	sp|Q61029|LAP2B_MOUSE	 	 	sp|Q61029|LAP2B_MOUSE, sp|Q61033|LAP2A_MOUSE	 	25.0	452	50372	Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus GN=Tmpo PE=1 SV=4	26	6	0.231	8	6	6	6	3	2	1	0	6.000	6.000	3.500	0.000	3	4533.462891	10241.500366	4779.205139	6674.717895	5557.014404	8001.240845	14964.860595	8712.699829	11742.103027	7115.093018	2	115282.96875	137847.350586	161334.65625	166084.496582	141196.15686	159570.297852	103324.430787	290128.859253	157094.334595	145760.484375	1	20679.0625	19407.90625	16719.703125	17634.083984	15796.257812	22773.574219	15930.632812	14314.619141	16628.300781	12609.774414	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1893	1	sp|Q61033|LAP2A_MOUSE	 	 	sp|Q61029|LAP2B_MOUSE, sp|Q61033|LAP2A_MOUSE	 	18.5	693	75167	Lamina-associated polypeptide 2, isoforms alpha/zeta OS=Mus musculus GN=Tmpo PE=1 SV=4	24	4	0.167	7	4	6	7	2	0	1	1	4.000	0.000	3.500	7.000	2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1824.219238	2302.5	2048.070557	1164.850586	2432.696289	1667.970459	2301.111816	940.344666	2637.154541	2516.891602	1	441.980682	447.012787	600.636169	50.0	1238.859131	1923.464233	50.0	50.0	1212.637695	1412.603027
1894	1	sp|Q61035|SYHC_MOUSE	 	 	sp|Q61035|SYHC_MOUSE, sp|Q99KK9|SYHM_MOUSE	 	40.1	509	57432	Histidine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Hars PE=1 SV=2	106	99	0.934	26	27	25	28	25	25	23	26	26.000	27.000	24.840	28.000	25	1078635.9508	749479.047881	1108660.50299	821883.510496	834743.982239	868394.03003	720154.353636	817522.953125	735091.376829	865678.280366	25	977738.008789	677329.295411	896047.793458	770683.272461	713426.801269	765005.296388	797732.023435	725245.000487	817120.75879	999634.055665	23	965301.817993	715589.988523	800775.004884	835834.288331	944721.885499	793634.902099	864737.662475	843194.087037	897840.735476	1040083.43848	26	904075.07056	635416.239684	595403.024533	720935.984375	712555.5365	854365.03357	632038.488767	962703.108521	637880.931887	828153.470217
1895	1	sp|Q61072|ADAM9_MOUSE	 	 	 	 	5.1	845	92079	Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus GN=Adam9 PE=1 SV=2	6	6	1.000	3	1	2	0	3	1	2	0	3.000	1.000	2.000	0.000	3	43012.447266	34752.770569	39560.63916	48152.919433	54365.723999	43266.731141	45838.077148	43037.58081	37344.365357	35648.208923	1	3105.857178	1776.37439	2213.098389	1772.428345	1439.573975	1954.844971	1152.227051	2194.063721	1530.875366	1574.977783	2	14258.043213	14157.719726	13273.724121	16286.202637	18463.367187	13522.477295	16126.977905	15551.68335	16268.495117	16922.119141	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1896	1	sp|Q61074|PPM1G_MOUSE	 	 	 	 	27.9	542	58727	Protein phosphatase 1G OS=Mus musculus GN=Ppm1g PE=1 SV=3	40	40	1.000	8	6	13	13	8	6	13	13	8.000	6.000	13.000	13.000	8	241491.307371	211756.870116	263728.45166	233991.033691	200501.582031	194406.834474	171753.187988	196208.049561	192108.814209	182147.137695	6	84884.194335	72195.804688	81012.158692	94157.231934	68212.48999	68080.816406	61745.045898	75985.011718	67171.827149	80588.142578	13	270576.525025	236436.694579	249621.662231	197645.350158	240440.153686	222357.252257	228275.808594	161519.207337	239118.032592	196799.081665	13	197074.147583	179883.266968	201899.820497	190238.700499	201180.493043	171105.912476	169706.387452	206827.701659	183647.208132	207242.679077
1897	1	sp|Q61081|CDC37_MOUSE	 	 	 	 	42.2	379	44593	Hsp90 co-chaperone Cdc37 OS=Mus musculus GN=Cdc37 PE=1 SV=1	91	91	1.000	24	17	26	24	24	17	26	24	24.000	17.000	26.000	24.000	24	1090545.06665	695440.289123	1248553.23694	848617.674502	822468.620485	809459.205167	752864.208436	840842.503539	746554.737795	632842.464934	17	516924.399659	315152.352293	412898.573119	377423.939147	332016.43811	358102.489439	309628.405305	368931.836364	402869.520138	497329.724245	26	1094392.20227	767841.216306	938835.219909	958087.459717	1083267.34143	752356.155396	812949.250733	1053093.10754	968617.975768	1534141.90869	24	922806.098148	614549.617128	573268.34076	723624.181521	683597.802124	1026148.54297	596191.819337	853251.070679	595059.452211	787227.983583
1898	1	sp|Q61093|CY24B_MOUSE	 	 	 	 	8.1	570	65304	Cytochrome b-245 heavy chain OS=Mus musculus GN=Cybb PE=1 SV=1	7	7	1.000	2	3	1	1	2	3	1	1	2.000	3.000	1.000	1.000	2	18566.499023	14150.39917	19668.852051	14269.322754	17264.89624	14710.127686	12662.932618	16141.830566	14206.085937	7983.935059	3	19910.79541	9959.506714	15310.833008	49937.616211	13304.866455	12953.279297	9745.657471	20635.633301	10675.609619	17564.527832	1	6611.087891	7198.838379	7380.498047	5868.841309	12771.296875	4256.851074	4894.455566	5418.081055	5730.253906	9837.625	1	1536.671387	2313.799316	2912.040771	2017.60022	1555.302612	1588.003784	1259.605103	2719.560303	1438.825806	2606.615967
1899	1	sp|Q61102|ABCB7_MOUSE	 	 	 	 	5.5	752	82580	ATP-binding cassette sub-family B member 7, mitochondrial OS=Mus musculus GN=Abcb7 PE=1 SV=3	8	8	1.000	1	1	3	3	1	1	3	3	1.000	1.000	3.000	3.000	1	10810.009766	11009.384766	9262.746094	13080.225586	15824.28418	14395.333008	16284.532227	14556.232422	18315.650391	5251.910645	1	9988.74707	9007.111328	7842.607422	13174.244141	7234.883301	8448.683594	6048.60498	15716.182617	4461.919922	7301.353027	3	37354.020508	32652.09375	41907.022461	30906.888672	32128.799805	32699.882812	27575.959961	18100.782227	29648.946289	28867.698242	3	18190.961425	15776.108398	19916.205078	18616.692138	19303.963379	16813.892334	16342.599609	22749.304687	20533.180175	18038.538086
1900	1	sp|Q61103|REQU_MOUSE	 	 	 	 	13.8	391	44229	Zinc finger protein ubi-d4 OS=Mus musculus GN=Dpf2 PE=1 SV=1	8	8	1.000	1	3	2	2	1	3	2	2	1.000	3.000	2.000	2.000	1	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	3	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	2	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0
1901	1	sp|Q61107|GBP4_MOUSE	 	 	 	 	21.1	620	70801	Guanylate-binding protein 4 OS=Mus musculus GN=Gbp4 PE=1 SV=1	26	26	1.000	9	7	5	5	9	7	5	5	9.000	7.000	5.000	5.000	9	115425.969604	149907.157441	174432.60373	103551.576842	119086.031251	131436.021453	105505.644164	135216.307008	126842.031922	123325.186647	7	178101.166992	69607.318361	110828.959349	178959.359376	91618.271239	76486.33777	98565.250243	86168.072388	72230.626831	200189.182618	5	139457.178711	91005.406739	136040.577636	65897.175781	126614.970704	71627.447754	88854.782226	81290.027345	115540.639648	93307.706542	5	63448.046875	57690.658449	73023.174073	73333.538086	65068.707519	57534.068115	58468.804443	87455.242676	47900.451905	84446.294922
1902	1	sp|Q61112|CAB45_MOUSE	 	 	 	 	24.9	361	42064	45 kDa calcium-binding protein OS=Mus musculus GN=Sdf4 PE=1 SV=1	14	14	1.000	5	2	5	2	5	2	5	2	5.000	2.000	5.000	2.000	5	136258.858886	157897.457642	202220.630859	256513.372803	179632.18799	149798.224364	148879.132079	137418.960694	131608.513673	101059.454712	2	46593.933594	50801.8125	67477.796875	48522.34375	59243.804688	56339.964844	54807.605469	88891.007812	65642.0	43388.78125	5	118664.257325	109094.257812	92392.506348	100434.174805	70384.363281	120943.444335	102177.401855	66268.612549	111430.700683	91266.746093	2	60087.991211	47110.170899	50156.427002	47474.422852	58657.184082	47151.223633	46626.39502	41663.78125	50461.731933	40511.585937
1903	1	sp|Q61129|CFAI_MOUSE	 	 	 	 	45.4	603	67260	Complement factor I OS=Mus musculus GN=Cfi PE=1 SV=3	104	104	1.000	27	28	27	22	27	28	27	22	27.000	28.000	27.000	22.000	27	1015416.14044	1538515.99463	1474985.38941	832516.587341	886908.550081	1130455.52234	1051710.83814	1182178.55066	1345078.33582	1828696.83667	28	1030129.47555	960733.109221	945943.922728	1473374.18726	822831.339172	989214.654421	662967.219419	581586.570067	752108.547119	1092776.17981	27	1035205.16708	1143642.65882	719964.042999	638681.605957	735689.690491	1053091.04114	840456.539337	972983.114627	912458.767824	726751.774294	22	469393.982206	533030.453856	763762.405395	531069.617189	483074.095763	425370.381958	505524.675904	508366.428649	544819.429686	726662.131712
